IDTree	Species	DBH	Height	X	Y	BasalArea	Volume	Quadrant
1	Copper beech	9.5	11.6	419276.43	5851659.33	0.007	0.033	1
2	Copper beech	15.8	19.6	419277.94	5851659.77	0.020	0.180	1
3	Copper beech	12.9	17.5	419277.99	5851659.86	0.013	0.104	1
4	Copper beech	11.0	13.4	419277.45	5851662.31	0.010	0.055	1
5	Common pine	38.8	31.9	419280.15	5851661.05	0.118	1.672	1
6	Copper beech	7.9	9.1	419281.11	5851660.75	0.005	0.010	1
7	Common pine	39.6	31.9	419285.44	5851665.26	0.123	1.749	1
8	Common pine	32.1	28.7	419288.98	5851665.58	0.081	1.050	1
9	Common spruce	7.5	7.2	419289.55	5851665.90	0.004	0.010	1
10	Copper beech	16.8	17.4	419294.18	5851665.07	0.022	0.179	1
11	Copper beech	8.0	14.6	419298.87	5851666.86	0.005	0.020	1
12	Common pine	38.8	29.8	419298.27	5851668.59	0.118	1.579	1
13	Common pine	41.3	27.8	419301.37	5851668.56	0.134	1.707	1
14	Common spruce	16.0	18.1	419301.71	5851665.98	0.020	0.191	1
15	Common pine	33.5	28.2	419306.87	5851667.53	0.088	1.113	1
16	Copper beech	14.7	18.6	419309.86	5851667.95	0.017	0.147	1
17	Copper beech	8.3	13.5	419311.53	5851668.55	0.005	0.024	1
18	Copper beech	17.9	18.1	419312.74	5851669.19	0.025	0.210	1
19	Common pine	34.8	27.7	419309.96	5851672.62	0.095	1.189	1
20	Common pine	42.2	29.3	419313.97	5851672.68	0.140	1.859	1
21	Copper beech	10.1	9.0	419316.02	5851670.58	0.008	0.028	1
22	Common pine	49.3	30.2	419318.05	5851668.77	0.191	2.602	1
23	Copper beech	7.0	10.1	419318.34	5851668.46	0.004	0.006	1
24	Copper beech	7.8	15.0	419320.08	5851669.41	0.005	0.013	1
25	Copper beech	16.7	15.7	419319.72	5851671.37	0.022	0.161	1
26	Common spruce	19.3	17.7	419320.24	5851672.38	0.029	0.265	1
27	Common pine	33.0	30.6	419321.53	5851673.95	0.086	1.151	1
28	Copper beech	10.3	13.1	419321.48	5851674.97	0.008	0.046	1
29	Copper beech	16.5	21.1	419323.71	5851675.25	0.021	0.211	1
30	Copper beech	14.9	17.4	419323.43	5851672.67	0.017	0.139	1
31	Copper beech	22.7	25.3	419324.99	585167.06	0.040	0.489	1
32	Copper beech	21.6	21.9	419324.11	5851667.67	0.037	0.388	1
33	Copper beech	14.1	18.1	419319.28	5851665.54	0.016	0.132	1
34	Common pine	33.6	29.6	419318.61	5851661.95	0.089	1.171	1
35	Copper beech	9.8	13.8	419310.76	5851662.43	0.008	0.044	1
36	Copper beech	14.8	19.6	419316.70	5851661.97	0.017	0.157	1
37	Copper beech	16.7	15.3	419315.77	5851667.38	0.022	0.155	1
38	Copper beech	10.3	17.3	419313.72	5851666.55	0.008	0.062	1
39	Common pine	42.0	28.7	419310.65	5851666.15	0.139	1.787	1
40	Copper beech	10.7	17.6	419311.76	5851663.39	0.009	0.069	1
41	Common pine	35.5	28.0	419312.56	5851662.86	0.099	1.233	1
42	Common pine	35.4	27.9	419310.50	5851659.36	0.098	1.249	1
43	Common spruce	17.1	19.3	419308.11	5851661.39	0.023	0.228	1
44	Copper beech	21.2	20.8	419307.64	5851661.88	0.035	0.356	1
45	Common spruce	14.0	13.5	419306.96	5851660.89	0.015	0.103	1
46	Copper beech	11.7	13.5	419305.15	5851663.20	0.011	0.064	1
47	Common pine	45.3	29.9	419303.90	5851663.66	0.161	2.191	1
48	Copper beech	7.5	12.8	419305.28	585165.82	0.004	0.014	1
49	Copper beech	11.1	17.2	419305.36	5851658.28	0.010	0.074	1
50	Copper beech	16.0	18.9	419303.50	5851657.72	0.020	0.175	1
51	Copper beech	13.9	16.4	419302.04	5851659.85	0.015	0.113	1
52	Copper beech	12.9	17.6	419301.56	585166.24	0.013	0.105	1
53	Common pine	40.4	30.1	419297.68	5851662.66	0.128	1.726	1
54	Copper beech	20.5	18.3	419297.54	5851660.90	0.033	0.285	1
55	Common pine	36.2	29.2	419298.95	5851657.62	0.103	1.350	1
56	Copper beech	11.6	15.7	419300.91	5851656.53	0.011	0.075	1
57	Copper beech	11.6	15.7	419300.10	5851656.10	0.011	0.075	1
58	Common pine	38.5	29.4	419293.55	585166.13	0.116	1.538	1
59	Copper beech	8.6	12.8	419292.08	5851662.16	0.006	0.026	1
60	Copper beech	8.5	12.7	419291.23	5851661.80	0.006	0.025	1
61	Copper beech	13.8	17.3	419290.51	5851661.86	0.015	0.117	1
62	Common pine	35.8	29.2	419289.27	5851661.65	0.101	1.307	1
63	Common pine	36.7	29.3	419287.19	5851660.65	0.106	1.382	1
64	Common pine	38.4	29.4	419291.66	5851657.93	0.116	1.531	1
65	Copper beech	17.5	19.2	419291.49	5851656.32	0.024	0.217	1
66	Copper beech	15.6	18.3	419292.64	5851656.46	0.019	0.163	1
67	Common spruce	9.5	9.9	419294.55	585165.69	0.007	0.034	1
68	Copper beech	10.7	14.9	419293.36	5851653.70	0.009	0.060	1
69	Copper beech	16.4	18.7	419293.03	585165.36	0.021	0.188	1
70	Copper beech	9.6	13.9	419292.06	5851653.28	0.007	0.043	1
71	Copper beech	15.5	18.2	419288.76	5851652.39	0.019	0.161	1
72	Common pine	31.7	28.8	419288.92	5851654.24	0.079	1.015	1
73	Copper beech	10.0	14.3	419289.60	5851655.26	0.008	0.047	1
74	Copper beech	14.1	17.5	419287.56	5851657.56	0.016	0.129	1
75	Copper beech	10.0	14.3	419284.58	5851659.37	0.008	0.047	1
76	Copper beech	8.1	12.2	419283.94	5851650.91	0.005	0.019	1
77	Copper beech	7.8	11.8	419285.54	5851656.99	0.005	0.015	1
78	Common pine	37.9	29.4	419280.54	5851655.91	0.113	1.478	1
80	Common spruce	13.1	14.1	419285.15	5851650.65	0.013	0.093	1
81	Common pine	41.2	29.6	419281.97	5851600.52	0.133	1.793	1
82	Common spruce	22.4	21.0	419283.54	5851655.29	0.039	0.421	1
83	Copper beech	7.4	11.3	419281.70	5851655.56	0.004	0.010	1
84	Copper beech	15.8	18.4	419281.45	5851658.49	0.020	0.168	1
85	Copper beech	7.1	10.8	419280.73	5851658.17	0.004	0.010	1
86	Copper beech	10.9	15.1	419280.82	5851657.04	0.009	0.059	1
87	Copper beech	13.4	17.0	419278.86	5851654.34	0.014	0.109	1
88	Copper beech	17.1	19.0	419281.60	5851643.61	0.023	0.206	1
89	Copper beech	12.3	16.2	419282.83	5851642.25	0.012	0.088	1
90	Common pine	45.8	29.9	419283.26	5851630.94	0.165	2.235	1
91	Copper beech	9.9	14.2	419285.07	5851640.93	0.008	0.042	1
92	Copper beech	12.1	16.1	419284.32	5851642.77	0.011	0.084	1
93	Copper beech	10.7	14.9	419280.70	5851641.33	0.009	0.060	1
94	Copper beech	8.5	12.7	419286.18	5851638.46	0.006	0.025	1
95	Copper beech	13.0	16.7	419288.17	5851641.65	0.013	0.100	1
96	Common pine	41.1	29.6	419287.06	5851645.16	0.133	1.785	1
97	Copper beech	17.2	19.1	419288.87	5851644.22	0.023	0.208	1
98	Common pine	34.8	29.1	419290.10	5851642.13	0.095	1.228	1
99	Copper beech	19.4	20.0	419292.79	5851645.54	0.030	0.285	1
100	Common pine	31.6	28.8	419291.99	5851646.96	0.078	1.010	1
101	Copper beech	8.7	12.9	419293.46	5851648.10	0.006	0.027	1
102	Copper beech	10.3	14.6	419290.46	5851643.82	0.008	0.054	1
103	Copper beech	13.2	16.9	419296.01	5851646.60	0.014	0.110	1
104	Copper beech	13.6	17.1	419296.09	5851648.75	0.015	0.113	1
105	Common pine	38.0	29.4	419297.35	5851649.60	0.113	1.487	1
106	Common pine	36.6	29.3	419297.51	5851646.93	0.105	1.376	1
107	Copper beech	15.9	18.5	419298.92	5851647.77	0.020	0.170	1
108	Copper beech	18.9	19.8	419300.55	5851645.90	0.028	0.263	1
109	Copper beech	16.2	18.6	419302.56	5851646.65	0.021	0.183	1
110	Copper beech	7.8	11.8	419301.75	5851648.52	0.005	0.015	1
111	Copper beech	9.7	14.0	419300.14	5851648.40	0.007	0.044	1
112	Copper beech	13.3	16.9	419301.09	5851650.55	0.014	0.112	1
113	Common pine	42.5	29.7	419302.73	5851651.75	0.142	1.912	1
114	Copper beech	16.9	18.9	419305.85	5851652.35	0.022	0.200	1
115	Common pine	37.5	29.4	419307.50	5851651.03	0.110	1.452	1
116	Copper beech	10.6	14.8	419306.23	5851648.12	0.009	0.059	1
117	Common pine	35.8	29.2	419304.46	5851645.51	0.101	1.307	1
118	Copper beech	10.5	14.7	419300.88	5851648.71	0.009	0.057	1
119	Common pine	37.1	29.3	419310.15	5851650.59	0.108	1.426	1
120	Copper beech	13.7	17.2	419311.43	5851651.63	0.015	0.115	1
121	Copper beech	11.8	15.9	419312.56	5851650.15	0.011	0.079	1
122	Copper beech	14.2	17.5	419315.40	5851650.99	0.016	0.131	1
123	Copper beech	10.1	14.4	419312.29	5851651.85	0.008	0.051	1
124	Common pine	42.2	29.7	419314.47	5851653.28	0.140	1.889	1
125	Copper beech	15.4	18.2	419316.07	5851656.39	0.019	0.158	1
126	Copper beech	15.0	18.0	419317.27	5851656.52	0.018	0.144	1
127	Common pine	40.9	29.6	419316.74	5851655.44	0.131	1.749	1
128	Copper beech	8.6	12.8	419318.43	5851654.11	0.006	0.026	1
129	Copper beech	10.6	14.8	419310.84	5851652.86	0.009	0.059	1
130	Copper beech	12.4	16.3	419318.97	5851650.05	0.012	0.090	1
131	Copper beech	12.4	16.3	419322.37	5851653.42	0.012	0.090	1
132	Copper beech	15.0	18.0	419320.73	5851657.30	0.018	0.144	1
133	Copper beech	7.5	11.4	419322.56	5851657.80	0.004	0.011	1
134	Copper beech	20.4	20.3	419323.23	5851658.06	0.033	0.316	1
135	Common pine	36.4	29.3	419320.33	5851655.28	0.104	1.363	1
136	Copper beech	9.0	13.2	419324.28	5851653.48	0.006	0.030	1
137	Copper beech	9.9	14.2	419325.16	5851655.21	0.008	0.042	1
138	Copper beech	9.4	13.7	419326.24	5851653.46	0.007	0.039	1
139	Copper beech	7.5	11.4	419327.05	5851652.00	0.004	0.011	1
140	Copper beech	9.8	14.1	419326.79	5851653.81	0.008	0.040	1
141	Copper beech	13.4	17.0	419327.10	5851654.30	0.014	0.109	1
142	Copper beech	7.2	11.0	419326.36	5851655.79	0.004	0.011	1
143	Copper beech	15.1	18.0	419325.95	5851658.32	0.018	0.151	1
144	Common pine	35.4	29.2	419327.05	5851657.04	0.098	1.283	1
145	Copper beech	14.4	17.6	419328.79	5851659.23	0.016	0.135	1
146	Common pine	47.0	30.0	419329.61	5851655.63	0.173	2.354	1
147	Copper beech	15.0	18.0	419329.90	5851653.26	0.018	0.144	1
148	Copper beech	13.8	17.3	419330.44	5851648.50	0.015	0.117	1
149	Copper beech	20.1	20.2	419331.66	5851646.16	0.032	0.306	1
150	Common pine	29.0	28.4	419333.21	5851642.47	0.066	0.827	1
151	Common pine	37.6	29.4	419330.09	5851640.56	0.111	1.459	1
152	Copper beech	13.6	17.1	419329.28	5851642.62	0.015	0.113	1
153	Copper beech	12.8	16.6	419328.76	5851647.57	0.013	0.097	1
154	Common pine	34.0	29.0	419327.14	5851640.43	0.091	1.179	1
155	Copper beech	11.6	15.7	419325.52	5851642.11	0.011	0.075	1
156	Copper beech	20.3	20.3	419324.63	5851641.77	0.032	0.313	1
157	Copper beech	11.7	15.8	419324.73	5851646.14	0.011	0.077	1
158	Copper beech	9.5	13.8	419324.59	5851640.86	0.007	0.041	1
159	Copper beech	19.7	20.1	419322.41	5851648.16	0.030	0.247	1
170	Common pine	22.3	27.2	419322.52	5851643.15	0.039	0.461	1
171	Common pine	43.6	29.8	419320.16	5851645.92	0.149	2.019	1
172	Copper beech	11.0	15.2	419320.04	5851647.34	0.010	0.063	1
173	Copper beech	15.3	18.1	419317.81	5851644.83	0.018	0.156	1
174	Copper beech	22.2	20.9	419320.43	585164.06	0.039	0.393	1
175	Copper beech	9.3	13.6	419318.11	5851639.70	0.007	0.037	1
176	Common pine	35.3	29.2	419317.03	5851640.08	0.098	1.276	1
177	Copper beech	10.4	14.7	419310.30	5851638.12	0.008	0.055	1
178	Copper beech	11.9	15.9	419316.22	5851641.58	0.011	0.080	1
179	Common pine	32.0	28.8	419311.25	5851645.55	0.080	1.022	1
180	Copper beech	24.4	21.5	419310.84	5851644.59	0.047	0.484	1
181	Copper beech	13.8	17.3	419309.00	5851644.04	0.015	0.117	1
182	Common pine	27.1	28.1	419309.43	5851637.50	0.058	0.718	1
183	Copper beech	15.3	18.1	41930.58	5851638.00	0.018	0.156	1
184	Copper beech	11.5	15.6	419305.10	5851640.71	0.010	0.074	1
185	Common pine	32.7	28.9	419302.30	5851642.49	0.084	1.088	1
186	Copper beech	9.3	13.6	419303.29	5851640.04	0.007	0.037	1
187	Copper beech	15.1	18.0	419300.58	5851635.25	0.018	0.151	1
188	Copper beech	7.9	11.9	419303.31	5851634.35	0.005	0.016	1
189	Copper beech	10.0	14.3	419302.35	5851630.66	0.008	0.047	1
190	Common pine	40.0	29.6	419301.80	5851638.81	0.126	1.658	1
191	Common pine	33.4	29.0	419298.32	5851641.01	0.088	1.146	1
192	Copper beech	7.7	11.7	419290.86	5851640.44	0.005	0.013	1
193	Copper beech	15.5	18.2	419298.88	5851638.08	0.019	0.161	1
194	Common pine	38.9	29.5	419300.42	5851636.77	0.119	1.565	1
195	Copper beech	16.4	18.7	419300.87	5851633.46	0.021	0.188	1
196	Common pine	29.3	28.5	419297.86	5851635.78	0.067	0.856	1
197	Copper beech	12.4	16.3	419290.58	5851639.38	0.012	0.090	1
198	Copper beech	11.9	15.9	419295.81	5851636.81	0.011	0.080	1
199	Copper beech	9.4	13.7	419295.12	5851636.32	0.007	0.039	1
200	Copper beech	15.2	18.1	419293.33	5851635.87	0.018	0.153	1
201	Copper beech	9.4	13.7	419297.18	5851632.03	0.007	0.039	1
202	Copper beech	9.9	14.2	419295.23	5851631.20	0.008	0.042	1
203	Copper beech	16.3	18.7	419292.67	5851630.56	0.021	0.186	1
204	Common pine	31.6	28.8	419292.46	5851632.15	0.078	1.010	1
205	Copper beech	10.4	14.7	419289.46	5851634.50	0.008	0.055	1
206	Common pine	34.1	29.0	419289.03	5851636.37	0.091	1.186	1
207	Copper beech	18.3	19.6	419280.83	5851634.12	0.026	0.246	1
208	Copper beech	14.7	17.8	419286.72	5851633.13	0.017	0.142	1
209	Copper beech	10.4	14.7	419285.55	5851630.04	0.008	0.055	1
210	Copper beech	11.3	15.4	419288.29	585162.19	0.010	0.070	1
211	Common pine	32.3	28.8	419280.91	5851623.97	0.082	1.066	1
212	Copper beech	18.8	19.8	419290.06	5851626.76	0.028	0.260	1
213	Copper beech	16.8	18.9	419293.09	5851623.79	0.022	0.198	1
214	Common pine	34.7	29.1	419293.05	5851627.17	0.095	1.222	1
215	Copper beech	15.2	18.1	419293.72	5851627.98	0.018	0.153	1
216	Copper beech	17.2	19.1	419295.56	5851624.72	0.023	0.208	1
217	Common pine	34.7	29.1	419296.11	5851625.78	0.095	1.222	1
218	Copper beech	17.7	19.3	419200.97	5851629.46	0.025	0.222	1
219	Copper beech	11.3	15.4	419301.34	5851627.03	0.010	0.070	1
220	Copper beech	15.0	18.0	419302.77	5851627.48	0.018	0.144	1
221	Common pine	38.6	29.4	419303.34	5851628.74	0.117	1.544	1
222	Common pine	33.4	29.0	419305.10	585162.96	0.088	1.146	1
223	Common pine	37.2	29.3	419304.44	5851633.29	0.109	1.433	1
224	Common pine	32.6	28.9	419308.38	5851630.63	0.083	1.083	1
225	Copper beech	12.6	16.5	419309.59	5851629.97	0.012	0.094	1
226	Copper beech	12.5	16.4	419309.37	5851633.94	0.012	0.092	1
227	Common pine	33.9	29.0	419313.74	5851632.40	0.090	1.156	1
228	Copper beech	10.9	15.1	419311.09	5851634.54	0.009	0.059	1
229	Common pine	39.3	29.5	419313.94	5851636.64	0.121	1.613	1
230	Copper beech	8.2	12.3	419316.95	5851632.07	0.005	0.020	1
231	Common pine	42.8	29.8	419317.30	5851634.81	0.144	1.936	1
232	Copper beech	9.0	13.2	419321.83	5851637.93	0.006	0.030	1
233	Copper beech	10.0	14.3	419324.11	5851630.47	0.008	0.047	1
234	Copper beech	15.0	18.0	419324.48	5851638.87	0.018	0.144	1
235	Common pine	36.8	29.3	419325.74	5851639.91	0.106	1.388	1
236	Copper beech	19.4	20.0	419329.01	5851636.37	0.030	0.285	1
237	Common pine	32.8	28.9	419300.33	5851636.70	0.084	1.094	1
238	Copper beech	13.1	16.8	419330.52	5851633.67	0.013	0.108	1
239	Common pine	32.8	28.9	419335.03	5851633.00	0.084	1.094	1
240	Common pine	34.7	29.1	419333.06	5851630.08	0.095	1.222	1
241	Common pine	32.1	28.8	419330.80	5851634.40	0.081	1.055	1
242	Common pine	27.5	28.2	419328.69	5851632.36	0.059	0.736	1
243	Copper beech	18.8	19.8	419329.39	5851629.13	0.028	0.260	1
244	Copper beech	8.5	12.7	419328.34	5851629.59	0.006	0.025	1
245	Copper beech	10.9	15.1	419327.58	5851628.30	0.009	0.059	1
246	Copper beech	15.7	18.4	419327.08	5851630.55	0.019	0.165	1
247	Common pine	38.9	29.5	419326.21	5851628.74	0.119	1.565	1
248	Copper beech	18.6	19.7	419325.93	5851628.13	0.027	0.254	1
249	Common birch	10.0	14.3	419320.46	5851633.54	0.008	0.041	1
250	Common pine	42.7	29.8	419324.02	5851633.16	0.143	1.928	1
251	Common pine	28.7	28.4	419320.22	5851629.73	0.065	0.808	1
252	Copper beech	16.4	18.7	419320.82	5851600.27	0.021	0.188	1
253	Copper beech	12.0	16.0	419318.94	5851628.19	0.011	0.082	1
254	Copper beech	19.1	19.9	419315.99	5851629.61	0.029	0.276	1
255	Common pine	30.4	28.6	419315.83	5851629.07	0.073	0.929	1
256	Common pine	27.1	28.1	419316.79	5851624.57	0.058	0.718	1
257	Copper beech	20.2	20.3	419313.68	5851626.50	0.032	0.310	1
258	Common pine	32.7	28.9	419310.73	585162.88	0.084	1.088	1
259	Copper beech	8.6	12.8	419310.23	5851625.55	0.006	0.026	1
260	Common pine	47.2	30.0	419309.47	5851624.67	0.175	2.372	1
261	Copper beech	12.6	16.5	419307.68	5851624.43	0.012	0.094	1
262	Copper beech	17.6	19.3	419305.39	5851626.40	0.024	0.219	1
263	Copper beech	15.9	18.5	419305.28	5851626.41	0.020	0.170	1
264	Copper beech	21.9	20.8	419306.16	5851621.68	0.038	0.375	1
265	Common pine	44.9	29.9	419302.66	5851621.08	0.158	2.142	1
266	Common pine	31.1	28.7	419297.82	5851600.21	0.076	0.983	1
267	Sessile oak	8.9	13.1	419302.89	5851624.29	0.006	0.027	1
268	Copper beech	15.4	18.2	419296.96	5851618.02	0.019	0.158	1
269	Common pine	41.4	29.7	419291.89	5851620.21	0.135	1.808	1
270	Copper beech	15.9	18.5	419292.74	5851618.37	0.020	0.170	1
271	Common pine	37.9	29.4	419290.56	5851616.27	0.113	1.478	1
272	Common pine	44.3	29.9	419273.64	5851661.66	0.154	2.093	2
273	Common pine	36.3	29.2	419275.99	585165.82	0.103	1.357	2
274	Copper beech	11.2	15.4	419272.14	5851660.33	0.010	0.068	2
275	Copper beech	12.8	16.6	419270.13	5851660.09	0.013	0.097	2
276	Copper beech	8.9	13.1	419270.33	5851659.53	0.006	0.025	2
277	Common pine	37.0	29.3	419271.80	5851657.69	0.108	1.407	2
278	Copper beech	25.0	21.7	419268.95	5851656.28	0.049	0.502	2
279	Copper beech	13.7	17.2	419260.88	5851658.76	0.015	0.115	2
280	Common pine	46.0	30.0	419261.32	5851657.50	0.166	2.222	2
281	Copper beech	11.5	15.6	419261.16	5851656.62	0.010	0.074	2
282	Common pine	37.0	29.3	419250.60	5851655.65	0.108	1.407	2
283	Copper beech	12.3	16.2	419256.00	5851653.57	0.012	0.088	2
284	Common pine	36.4	29.3	419253.68	5851651.03	0.104	1.363	2
285	Copper beech	18.7	19.7	419251.01	5851651.91	0.027	0.257	2
286	Common pine	37.6	29.4	419245.78	5851650.99	0.111	1.459	2
287	Copper beech	16.5	18.8	419240.53	5851652.71	0.021	0.191	2
288	Common pine	49.4	30.1	419239.70	5851649.59	0.192	2.606	2
289	Common pine	35.2	29.1	419236.81	5851640.89	0.097	1.270	2
290	Common pine	40.7	29.6	419240.11	5851645.65	0.130	1.734	2
291	Common spruce	24.9	22.3	419241.76	5851644.66	0.049	0.542	2
292	Common pine	48.2	30.1	419245.24	5851647.25	0.182	2.479	2
293	Common pine	34.0	29.0	419246.85	5851644.00	0.091	1.179	2
294	Common spruce	18.2	18.5	419248.09	5851642.49	0.026	0.243	2
295	Common pine	43.8	29.8	419248.07	5851642.52	0.151	2.035	2
296	Common spruce	16.1	16.9	419251.50	5851640.53	0.020	0.179	2
297	Common spruce	13.2	14.2	419250.65	5851646.50	0.014	0.096	2
298	Common spruce	20.0	19.7	419251.74	5851646.75	0.031	0.313	2
299	Common spruce	10.1	10.7	419255.05	5851640.40	0.008	0.044	2
300	Common pine	36.3	29.2	419257.88	5851648.64	0.103	1.357	2
301	Common spruce	22.1	20.9	419260.41	5851649.63	0.038	0.415	2
302	Common spruce	11.1	11.9	419261.72	5851648.82	0.010	0.060	2
303	Common pine	36.8	29.3	419264.44	5851650.59	0.106	1.388	2
304	Common spruce	25.3	22.5	419266.41	5851647.55	0.050	0.567	2
305	Copper beech	18.2	19.5	419270.54	5851640.79	0.026	0.243	2
306	Common pine	39.7	29.5	419271.50	5851651.48	0.124	1.641	2
307	Copper beech	19.5	20.0	419276.39	5851655.71	0.030	0.255	2
308	Copper beech	12.8	16.6	419276.57	5851650.27	0.013	0.097	2
309	Common pine	38.1	29.4	419277.59	5851650.78	0.114	1.511	2
310	Common pine	45.4	29.9	419279.26	5851648.48	0.162	2.201	2
311	Common spruce	11.4	12.3	419279.06	5851600.47	0.010	0.057	2
312	Common pine	46.1	30.0	419276.09	5851645.03	0.167	2.278	2
313	Common pine	34.6	29.1	419272.03	5851647.81	0.094	1.216	2
314	Common pine	40.4	29.6	419268.23	5851643.77	0.128	1.712	2
315	Common spruce	15.1	16.0	419259.69	5851644.03	0.018	0.142	2
316	Common pine	45.5	29.9	419259.09	5851640.22	0.163	2.210	2
317	Common spruce	17.3	17.8	419257.50	5851643.34	0.024	0.222	2
318	Common pine	41.0	29.6	419255.82	5851630.99	0.132	1.748	2
319	Common pine	42.2	29.7	419251.54	5851640.11	0.140	1.889	2
320	Common spruce	16.0	16.8	419250.91	5851639.81	0.020	0.168	2
321	Copper beech	9.3	13.6	419240.59	5851637.04	0.007	0.037	2
322	Common pine	50.6	30.2	419236.36	5851630.75	0.201	2.739	2
323	Common spruce	18.0	18.3	419229.82	5851645.96	0.025	0.242	2
324	Common spruce	17.5	17.9	419230.43	5851641.79	0.024	0.229	2
325	Common pine	41.9	29.7	419231.63	5851637.42	0.138	1.846	2
326	Common spruce	16.3	17.0	419234.48	5851630.55	0.021	0.185	2
327	Common pine	40.6	29.6	419233.42	5851633.84	0.129	1.727	2
328	Copper beech	15.2	18.1	419235.70	5851625.02	0.018	0.153	2
329	Copper beech	22.3	21.0	419236.81	5851625.41	0.039	0.397	2
330	Copper beech	14.0	17.4	419237.65	5851621.09	0.015	0.123	2
331	Common pine	40.9	29.6	419230.81	5851619.14	0.131	1.749	2
332	Copper beech	13.1	16.8	419241.54	5851622.31	0.013	0.108	2
333	Common pine	47.9	30.1	419239.58	5851626.87	0.180	2.434	2
334	Copper beech	13.0	16.7	419240.46	5851628.38	0.013	0.100	2
335	Copper beech	17.3	19.1	419244.58	5851630.67	0.024	0.211	2
336	Common pine	44.4	29.9	419245.31	5851630.32	0.155	2.101	2
337	Copper beech	10.7	14.9	419245.74	5851630.89	0.009	0.060	2
338	Copper beech	11.3	15.4	419240.67	5851628.92	0.010	0.070	2
339	Copper beech	18.9	19.8	419248.58	5851626.94	0.028	0.263	2
340	Copper beech	10.5	14.7	419251.37	5851625.58	0.009	0.057	2
341	Copper beech	17.1	19.0	419250.00	5851628.92	0.023	0.206	2
342	Common pine	31.1	28.7	419248.76	5851631.34	0.076	0.983	2
343	Copper beech	16.2	18.6	419248.29	5851631.91	0.021	0.183	2
344	Copper beech	24.1	21.5	419250.29	5851632.47	0.046	0.472	2
345	Copper beech	16.2	18.6	419253.15	5851631.24	0.021	0.183	2
346	Common pine	35.4	29.2	419253.90	5851633.35	0.098	1.283	2
347	Copper beech	10.4	14.7	419255.59	5851634.43	0.008	0.055	2
348	Copper beech	17.1	19.0	419255.57	5851630.45	0.023	0.206	2
349	Common pine	33.5	29.0	419256.37	5851630.11	0.088	1.152	2
350	Copper beech	11.7	15.8	419259.11	5851630.67	0.011	0.077	2
351	Copper beech	18.6	19.7	419259.28	5851628.25	0.027	0.254	2
352	Copper beech	13.1	16.8	419261.11	5851633.62	0.013	0.108	2
353	Copper beech	16.1	18.6	419263.08	5851631.86	0.020	0.181	2
354	Common pine	36.4	29.3	419264.10	5851634.17	0.104	1.363	2
355	Copper beech	13.3	16.9	419267.17	5851631.09	0.014	0.112	2
356	Common pine	32.9	28.9	419271.29	5851632.32	0.085	1.099	2
357	Copper beech	16.0	18.5	419268.33	5851636.11	0.020	0.173	2
358	Common pine	32.1	28.8	419267.41	5851637.84	0.081	1.055	2
360	Copper beech	9.1	13.3	419270.82	5851630.72	0.007	0.034	2
363	Copper beech	8.8	13.0	419276.78	5851634.71	0.006	0.024	2
364	Common pine	35.3	29.2	419270.80	5851630.44	0.098	1.276	2
365	Common pine	37.9	29.4	419270.79	5851638.08	0.113	1.478	2
366	Copper beech	9.1	13.3	419277.22	5851639.12	0.007	0.034	2
367	Copper beech	13.7	17.2	419277.97	5851640.14	0.015	0.115	2
368	Copper beech	12.9	16.7	419279.97	5851635.77	0.013	0.099	2
369	Copper beech	14.0	17.4	419280.01	5851635.77	0.015	0.123	2
370	Copper beech	9.1	13.3	419281.47	5851638.53	0.007	0.034	2
371	Copper beech	11.0	15.2	419282.30	5851638.74	0.010	0.063	2
372	Copper beech	9.0	13.2	419282.08	5851636.02	0.006	0.030	2
373	Common pine	34.5	29.1	419282.71	5851634.77	0.093	1.210	2
374	Copper beech	14.6	17.7	419280.18	5851631.07	0.017	0.140	2
375	Copper beech	14.5	17.7	419280.25	5851628.26	0.017	0.138	2
376	Copper beech	10.3	14.6	419279.35	5851628.08	0.008	0.054	2
377	Copper beech	14.4	17.6	419274.17	5851628.79	0.016	0.135	2
378	Copper beech	11.1	15.3	419272.83	5851630.62	0.010	0.067	2
379	Copper beech	16.2	18.6	419200.71	5851630.24	0.021	0.183	2
380	Copper beech	17.2	19.1	419269.77	5851627.25	0.023	0.208	2
381	Common pine	28.9	28.4	419270.82	5851624.90	0.066	0.818	2
382	Copper beech	8.8	13.0	419267.29	5851628.64	0.006	0.024	2
383	Copper beech	14.3	17.6	419266.43	5851620.83	0.016	0.133	2
384	Copper beech	10.4	14.7	419265.74	5851627.97	0.008	0.055	2
385	Common pine	41.3	29.7	419266.87	5851627.06	0.134	1.800	2
386	Common pine	33.5	29.0	419260.60	5851624.24	0.088	1.152	2
387	Copper beech	15.4	18.2	419263.11	5851620.50	0.019	0.158	2
388	Common pine	39.8	29.5	419262.67	5851624.11	0.124	1.648	2
389	Common pine	38.3	29.4	419261.45	5851627.36	0.115	1.524	2
390	Copper beech	11.2	15.4	419259.24	5851625.43	0.010	0.068	2
391	Copper beech	16.0	18.5	419259.32	5851623.23	0.020	0.173	2
392	Copper beech	25.1	21.7	419255.80	5851624.67	0.049	0.521	2
393	Copper beech	7.7	11.7	419250.47	5851621.53	0.005	0.013	2
394	Common pine	39.4	29.5	419252.29	5851621.67	0.122	1.620	2
395	Copper beech	19.6	20.1	419251.72	5851621.00	0.030	0.251	2
